Serial Number,Name,Paid for the Course,Age,City,Education,Domain,Channel Name
8730,Toni Floyd,0,43,Bangalore,Engineering,Hospitality/Travel,Channel 4
8731,Gloria Wright,1,26,Pune,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8732,Morgan Taylor,0,28,Solapur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8733,Luke Dixon,0,26,Mangalore,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 1
8734,Shelby Smith,0,30,Jhansi,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8735,Amber Bennett,0,42,Pune,Engineering,BPO/KPO/Customer Service/ITES,Channel 5
8736,Lisa Hendricks,0,43,Pune,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 5
8737,Jenna Gilmore,0,34,Amritsar,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8738,Jessica Richardson,0,28,Guntur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8739,Connor Sanchez,0,42,Ahmedabad,B.SC,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 4
8740,Heather Turner,0,43,Delhi,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8741,Kimberly Donaldson,0,32,Srinagar,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8742,Emily Martinez,0,30,Tiruppur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8743,Tina Walker,0,42,Chennai,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
8744,Laurie Thompson,0,17,Bilaspur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8745,Aaron Clark,0,42,Hyderabad,B.Com/BBM/BBA/MBA/Management & others,Admin/Data Entry/Secretary/Front Office,Channel 5
8746,Nichole Smith,0,18,Bareilly,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8747,Heather Potter,0,18,Thrissur,Engineering,Teaching/Educators,Channel 1
8748,Emily Phillips,0,40,Ahmedabad,B.Com/BBM/BBA/MBA/Management & others,Core Engineering/R&D,Channel 5
8749,Joann Johnson,0,30,Guntur,Engineering,Teaching/Educators,Channel 2
8750,John Murphy,1,25,Mumbai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8751,Justin Chandler,0,24,Pondicherry,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8752,Kari Martinez,0,36,Jabalpur,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 2
8753,Kimberly Robertson,0,18,Kannur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8754,Elizabeth Sandoval,0,32,Ghaziabad,Engineering,Sales/Business Development/Legal,Channel 2
8755,David Lopez,0,30,Ajmer,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8756,Elizabeth West,0,22,Jaipur,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
8757,Randall West,0,24,Gurgaon,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8758,Shane Gonzalez,0,41,Hyderabad,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 5
8759,Nancy Vasquez,0,34,Ujjain,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8760,Kim Fowler,0,30,Ludhiana,Engineering,Other,Channel 2
8761,Kimberly Barnes,0,36,Amravati,Engineering,Ed-Tech,Channel 2
8762,Drew Leonard,0,32,Ghaziabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8763,Thomas Morton,0,20,Jamshedpur,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
8764,John Maxwell,1,28,Mumbai,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 4
8765,Heidi Bennett,0,27,Lucknow,BBM/MCA/MBA/Management & Others,Other,Channel 1
8766,John Cox,1,26,Mumbai,BBM/MCA/MBA/Management & Others,Other,Channel 4
8767,Matthew Mendez,0,34,Amravati,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 2
8768,Dylan Giles,0,22,Durgapur,BBM/MCA/MBA/Management & Others,Other,Channel 1
8769,Jennifer Villegas,0,20,Gulbarga,BBA,BPO/KPO/Customer Service/ITES,Channel 1
8770,Chad Davis,1,42,Madurai,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8771,Angela Evans,0,21,Salem,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
8772,Cassandra George,0,45,Mumbai,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 3
8773,Timothy Hill,0,24,Ghaziabad,B.Com,BPO/KPO/Customer Service/ITES,Channel 1
8774,Alejandro Garcia,0,31,Thiruvananthapuram,BBM/MCA/MBA/Management & Others,Teaching/Educators,Channel 2
8775,Jenny Wall,0,37,Noida,Engineering,Sales/Business Development/Legal,Channel 2
8776,Tina Mathis,0,32,Siliguri,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8777,Lisa Greene,0,30,Belgaum,B.Com/BBM/BBA/MBA/Management & others,Sales/Business Development/Legal,Channel 2
8778,Damon Parker,0,27,Kanpur,BBA,Other,Channel 1
8779,Corey Perkins,1,33,Erode,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
8780,Amber Payne,0,31,Guwahati,BBM/MCA/MBA/Management & Others,Other,Channel 2
8781,Stephanie Travis,0,18,Amritsar,B.SC,Admin/Data Entry/Secretary/Front Office,Channel 1
8782,Sarah Eaton,0,17,Jodhpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8783,Brian Ball,0,33,Amravati,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8784,Tonya Underwood,0,23,Dhanbad,B.Com,Other,Channel 1
8785,Kent Rodriguez,0,36,Agra,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8786,Nichole Willis,0,41,Delhi,B.SC,Social Media Influencers,Channel 5
8787,Jacob Olsen,0,23,Jhansi,BBM/MCA/MBA/Management & Others,Teaching/Educators,Channel 1
8788,Michael Walker,0,35,Kozhikode,Engineering,Other,Channel 2
8789,Tanya Payne,0,41,Mumbai,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8790,Steven Lopez,0,26,Bhilai,B.Com,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
8791,Chad Rodriguez,0,22,Vasai-Virar City,B.Com,Teaching/Educators,Channel 1
8792,Jessica Warren,0,23,Moradabad,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8793,Megan Nguyen,0,21,Sangli,Engineering,Other,Channel 1
8794,Lisa Thompson,0,25,Dhanbad,Engineering,Social Media Influencers,Channel 1
8795,Mike Ellis,0,45,Ahmedabad,Engineering,Core Engineering/R&D,Channel 3
8796,Lance Mckee,0,33,Moradabad,Engineering,Hospitality/Travel,Channel 2
8797,Mary Marshall,0,22,Kurnool,Engineering,Ed-Tech,Channel 1
8798,Jane Wallace,0,17,Srinagar,Engineering,Core Engineering/R&D,Channel 1
8799,Sherri Alvarado,0,40,Delhi,Engineering,Other,Channel 5
8800,Janet Johnson,0,30,Ghaziabad,B.SC,Other,Channel 2
8801,Casey Garcia,0,28,Bilaspur,BBM/MCA/MBA/Management & Others,Core Engineering/R&D,Channel 1
8802,Laura Larsen,0,30,Chandigarh,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8803,Angela Griffith,0,45,Mumbai,B.SC,Data Science/Data Analysis/Business Intelligence,Channel 3
8804,Amanda Wilkerson,0,44,Bokaro Steel City,BBA,Data Science/Data Analysis/Business Intelligence,Channel 5
8805,Jeffery Lutz,0,40,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8806,Ronald Farley,0,30,Aurangabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8807,Bethany Perry,0,41,Delhi,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 3
8808,Robert Hamilton,0,37,Bokaro Steel City,BCA,Sales/Business Development/Legal,Channel 2
8809,Lawrence Carr,1,22,Bangalore,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
8810,Maria Taylor,1,17,Bangalore,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8811,Stephen Benton,0,43,Delhi,Engineering,Other,Channel 3
8812,Nathaniel Butler,0,22,Jammu,B.Com/BBM/BBA/MBA/Management & others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
8813,Tyler Mathews,0,24,Tiruppur,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
8814,Linda West,0,43,Noida,B.SC,Teaching/Educators,Channel 5
8815,Courtney Dominguez,0,41,Chennai,B.Com,Sales/Business Development/Legal,Channel 3
8816,Alison May,1,37,Bhilai,B.SC,Core Engineering/R&D,Channel 5
8817,Patricia Bullock,0,18,Vasai-Virar City,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 1
8818,Jessica Harris,0,21,Rajahmundry,Engineering,Sales/Business Development/Legal,Channel 1
8819,Jacqueline Garza,1,33,Bhavnagar,B.SC,Sales/Business Development/Legal,Channel 5
8820,Anne Oneal,0,24,Bijapur,B.SC,Other,Channel 1
8821,Amanda Hall,0,34,Purulia Prayagraj,Engineering,Teaching/Educators,Channel 2
8822,Joshua Smith,0,17,Vasai-Virar City,Engineering,Other,Channel 1
8823,Curtis Fisher,0,27,Kochi,Engineering,Other,Channel 1
8824,Jose Garza,0,44,Mumbai,Engineering,Hospitality/Travel,Channel 5
8825,Barbara Contreras,0,24,Ranchi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8826,Kristen Wright,0,42,Ahmedabad,Engineering,Core Engineering/R&D,Channel 5
8827,Richard Townsend,0,21,Rourkela,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8828,Anthony Harrison,0,27,Tiruchirappalli,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8829,Kristin Johnston,0,20,Mangalore,Engineering,Other,Channel 1
8830,Anthony Ball,0,23,Jamnagar,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
8831,Christopher Banks,0,44,Ahmedabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
8832,Timothy Thomas,0,42,Mumbai,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 5
8833,Julie Byrd,1,19,Chennai,BBM/MCA/MBA/Management & Others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
8834,Dennis Mclaughlin,0,31,Bhopal,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8835,Suzanne Jones,0,23,Bhubaneswar,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8836,Andrea Mcconnell,1,32,Pune,Engineering,BPO/KPO/Customer Service/ITES,Channel 5
8837,Debra Hodges,0,34,Malappuram,Engineering,Other,Channel 2
8838,Stephen Williams,0,17,Dhanbad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8839,Amber White,1,20,Chennai,BCA,Sales/Business Development/Legal,Channel 1
8840,Mr. Matthew Franco,0,24,Moradabad,Engineering,Core Engineering/R&D,Channel 1
8841,Michael Garcia,0,18,Tiruchirappalli,Engineering,Other,Channel 1
8842,Kelly Maldonado,0,41,Kolkata,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8843,John Montgomery,0,22,Thiruvananthapuram,Computer Science,Ed-Tech,Channel 1
8844,Kathleen Orr,0,24,Kochi,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8845,Allison Johnson,0,20,Srinagar,BBM/MCA/MBA/Management & Others,Other,Channel 1
8846,Lucas Ortiz,0,33,Ghaziabad,BBM/MCA/MBA/Management & Others,Other,Channel 2
8847,Frances Morrison,0,30,Vellore,BBM/MCA/MBA/Management & Others,Core Engineering/R&D,Channel 2
8848,Michael Pope,1,42,Meerut,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
8849,Patricia Whitaker,0,44,Chennai,Engineering,Sales/Business Development/Legal,Channel 5
8850,Tammy Moody,0,45,Hyderabad,Engineering,Sales/Business Development/Legal,Channel 5
8851,Joanna Lee,0,44,Chennai,B.SC,Other,Channel 2
8852,Alejandro Gardner,0,45,Kolkata,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8853,Kenneth Hamilton,0,35,Dhanbad,B.Com/BBM/BBA/MBA/Management & others,Teaching/Educators,Channel 2
8854,Janet Farmer,0,23,Asansol,BCA,BPO/KPO/Customer Service/ITES,Channel 1
8855,Jacob Jones,0,31,Coimbatore,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8856,Natalie Walsh,0,18,Solapur,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 1
8857,Cynthia Oliver,0,45,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8858,Alicia Edwards,0,43,Ahmedabad,Engineering,Other,Channel 5
8859,Mr. Joseph Wilson,0,44,Bangalore,BBM/MCA/MBA/Management & Others,Other,Channel 3
8860,Thomas Perez,0,31,Nashik,BCA,BPO/KPO/Customer Service/ITES,Channel 2
8861,Nancy Carr,0,31,Ghaziabad,Engineering,Other,Channel 2
8862,Carol Lee,0,17,Guntur,Engineering,Other,Channel 1
8863,Jeremy Oconnell,0,19,Jamnagar,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 1
8864,Jonathan Smith,0,40,Delhi,Engineering,Other,Channel 2
8865,Dawn Raymond,0,44,Chennai,BBM/MCA/MBA/Management & Others,Other,Channel 5
8866,Megan Kim,0,42,Kolkata,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8867,Rebecca Ellis,0,24,Nashik,Engineering,Sales/Business Development/Legal,Channel 1
8868,Kurt Martin,0,45,Delhi,Engineering,BPO/KPO/Customer Service/ITES,Channel 4
8869,Julie Reynolds,0,43,Chennai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8870,Lisa Orr,0,31,Dehradun,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8871,Perry Wheeler,0,32,Purulia Prayagraj,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8872,Rachael Williams,0,24,Jamshedpur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8873,Alicia Harrison,0,43,Ahmedabad,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
8874,Virginia Martin,0,35,Kollam,Engineering,Teaching/Educators,Channel 2
8875,Tyler Wilson,0,27,Dehradun,Engineering,Teaching/Educators,Channel 1
8876,Michelle Combs,1,26,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8877,Maria Davis,0,26,Guwahati,B.Com/BBM/BBA/MBA/Management & others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
8878,Amy Singh,0,36,Ghaziabad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8879,Michael West,0,27,Nanded,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
8880,Charles King,0,20,Mangalore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8881,Joshua Bell,0,45,Kolkata,Engineering,BPO/KPO/Customer Service/ITES,Channel 5
8882,Douglas Morrison,0,45,Mumbai,Engineering,Sales/Business Development/Legal,Channel 2
8883,Tim French,0,24,Amritsar,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 1
8884,Nathan Mendez,0,19,Jalandhar,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8885,Charles Hansen,0,30,Rourkela,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8886,Adriana Ewing,0,40,Pune,Engineering,Hospitality/Travel,Channel 5
8887,Ashlee Nelson,0,27,Bhavnagar,Engineering,Other,Channel 1
8888,Steven Jackson,0,26,Gwalior,BBA,Other,Channel 1
8889,Margaret Strickland,0,44,Hyderabad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
8890,Julia Taylor,0,22,Aurangabad,Engineering,Other,Channel 1
8891,Elizabeth Roberts,0,28,Firozabad,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
8892,Shannon Reed,0,45,Ahmedabad,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8893,William Whitaker,0,19,Guntur,B.Com,Sales/Business Development/Legal,Channel 1
8894,Elizabeth Richardson,0,43,Mumbai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
8895,Danielle Shaw,0,24,Jhansi,BCA,Sales/Business Development/Legal,Channel 1
8896,John Williams,0,24,Amravati,B.Com,Data Science/Data Analysis/Business Intelligence,Channel 1
8897,Timothy Goodman,0,18,Jamnagar,BBM/MCA/MBA/Management & Others,Other,Channel 1
8898,Nathan Gomez,0,34,Varanasi,Engineering,BPO/KPO/Customer Service/ITES,Channel 2
8899,Brenda Romero,0,41,Hyderabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8900,Tara Jones,0,28,Bikaner,B.SC,Other,Channel 2
8901,Joseph Smith,0,33,Jamnagar,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8902,Elizabeth Hudson,0,37,Kannur,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8903,Lori Powell,0,40,Kolkata,Engineering,Sales/Business Development/Legal,Channel 3
8904,Jennifer Humphrey,0,43,Chennai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8905,Joseph Collins,1,30,Ghaziabad,Business,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8906,Kevin Liu,0,26,Jammu,B.Com,BPO/KPO/Customer Service/ITES,Channel 1
8907,Sean Cooper,0,42,Kolkata,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8908,Antonio Anderson,0,35,Thiruvananthapuram,Engineering,Sales/Business Development/Legal,Channel 2
8909,Jennifer Fletcher,0,25,Kolhapur,BBA,Sales/Business Development/Legal,Channel 2
8910,Russell Barr,0,28,Thiruvananthapuram,B.Com/BBM/BBA/MBA/Management & others,BPO/KPO/Customer Service/ITES,Channel 1
8911,Matthew Gonzalez,0,33,Rourkela,B.SC,Sales/Business Development/Legal,Channel 2
8912,Ricky Frost,0,44,Bangalore,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8913,Ryan Mcneil,0,19,Raipur,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8914,David Edwards,0,42,Hyderabad,B.Com,Other,Channel 3
8915,Dr. Kathy Thomas,0,18,Nellore,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
8916,Ashley Ford,0,28,Vadodara,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8917,Nancy Austin,1,26,Mumbai,Engineering,Sales/Business Development/Legal,Channel 3
8918,Erica Burnett,0,36,Lucknow,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8919,Elizabeth Hopkins,0,21,Salem,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8920,Amanda Garrison,0,25,Bhopal,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8921,John Bates,0,44,Bangalore,B.SC,Admin/Data Entry/Secretary/Front Office,Channel 5
8922,Kyle Ramos,0,43,Hyderabad,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 3
8923,William Lucas,0,25,Kochi,B.SC,Other,Channel 1
8924,Sara Robinson,0,26,Rajkot,Engineering,Sales/Business Development/Legal,Channel 1
8925,Nathaniel Summers,0,45,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8926,Melissa Fowler,0,21,Durgapur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8927,Laura Williams,0,36,Ajmer,Engineering,Other,Channel 2
8928,Julia Maddox,0,44,Kolkata,Engineering,BPO/KPO/Customer Service/ITES,Channel 3
8929,Timothy Dennis,0,19,Pondicherry,B.Com,Data Science/Data Analysis/Business Intelligence,Channel 1
8930,Ashley Bowman,0,28,Mangalore,Engineering,Pharma/Medical/Biotech/Healthcare,Channel 1
8931,Angela Moore,0,19,Bikaner,BCA,BPO/KPO/Customer Service/ITES,Channel 1
8932,Kimberly Jones,0,26,Cuttack,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8933,Ashley Dixon,0,42,Mumbai,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 5
8934,Ashley Luna,0,25,Nagpur,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
8935,Eric Acevedo,0,45,Chennai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
8936,Mrs. Jamie White,0,21,Gwalior,B.SC,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
8937,Robert Williams,0,45,Mumbai,Engineering,Core Engineering/R&D,Channel 4
8938,Darren Robertson,0,34,Faridabad,BCA,Teaching/Educators,Channel 2
8939,Richard Schneider,0,45,Delhi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
8940,Robert Vasquez,0,41,Mumbai,Engineering,Other,Channel 5
8941,Andrew Lozano,0,42,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8942,Melissa Allen,0,35,Tiruchirappalli,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 2
8943,Denise Howell,0,19,Vadodara,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8944,Robert Hamilton,0,23,Ujjain,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
8945,Jordan Rollins,0,36,Jabalpur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8946,Linda Clark,0,19,Amravati,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
8947,Lauren Stein,0,21,Lucknow,Engineering,Core Engineering/R&D,Channel 1
8948,Steven Roy,0,19,Warangal,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8949,Brian Jackson,0,24,Kochi,Engineering,Other,Channel 1
8950,Kevin Green,0,42,Kolkata,BBM/MCA/MBA/Management & Others,Hospitality/Travel,Channel 4
8951,Jim Wolf,0,37,Kanpur,BBM/MCA/MBA/Management & Others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
8952,Isaiah Rangel,0,36,Dehradun,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
8953,Robert Luna,0,42,Mumbai,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 4
8954,Sarah Jefferson,0,40,Bangalore,B.SC,Sales/Business Development/Legal,Channel 5
8955,Julie Gould,0,44,Kolkata,Engineering,Sales/Business Development/Legal,Channel 3
8956,Ian Watson,1,18,Hyderabad,B.SC,Other,Channel 2
8957,John Smith,0,30,Goa,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 2
8958,Caroline Gonzalez,0,23,Siliguri,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8959,Mr. Matthew Farmer,0,27,Vellore,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8960,Matthew White,0,32,Purulia Prayagraj,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
8961,Zachary Crane,0,22,Bhiwandi,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8962,Kristin Howell,0,24,Nellore,BBA,Other,Channel 1
8963,Charles Lewis,0,23,Nashik,Engineering,Sales/Business Development/Legal,Channel 1
8964,Matthew Young,0,24,Gorakhpur,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
8965,Eugene Lyons,1,31,Malappuram,B.Com,Sales/Business Development/Legal,Channel 5
8966,Danielle Jones,0,43,Kollam,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 5
8967,Allen Miller,0,32,Tiruchirappalli,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 2
8968,Jennifer Gill,0,41,Hyderabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
8969,Stacey Mosley,0,45,Pune,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8970,Jean Gomez,0,27,Coimbatore,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 2
8971,Veronica Washington,0,43,Chennai,B.SC,Social Media Influencers,Channel 3
8972,Brittney Navarro,0,23,Mysore,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
8973,Antonio Leach,0,25,Gorakhpur,B.Com,Other,Channel 1
8974,Dawn Williams,0,33,Mangalore,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 2
8975,Justin Jarvis,0,43,Hyderabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
8976,Jack Leblanc,0,20,Belgaum,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8977,Matthew Wiley,0,42,Delhi,Engineering,Sales/Business Development/Legal,Channel 3
8978,Mrs. Jennifer Ibarra,0,41,Pune,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 5
8979,Roberto Snyder,0,42,Kolkata,Engineering,BPO/KPO/Customer Service/ITES,Channel 3
8980,Bridget Maldonado,0,44,Mumbai,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
8981,Marc Jones,0,24,Mathura,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 1
8982,James Cruz,1,20,Chennai,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
8983,Julian Wise,0,45,Hyderabad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
8984,Kristopher Reynolds,0,45,Bangalore,Engineering,Social Media Influencers,Channel 3
8985,Mark King,0,44,Hyderabad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8986,Francisco Holden,0,41,Pune,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8987,Angela Johnson,0,41,Mumbai,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
8988,Michelle Li,0,28,Cuttack,Engineering,Sales/Business Development/Legal,Channel 1
8989,Diane Knight,0,19,Raipur,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8990,Bryan Avery,0,40,Kolkata,B.Com,Data Science/Data Analysis/Business Intelligence,Channel 5
8991,Bonnie Riley,0,41,Mumbai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
8992,Jorge Hahn,0,40,Bangalore,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 5
8993,Jose Foley,1,31,Agra,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 5
8994,Tyler Griffin,0,21,Bokaro Steel City,Engineering,Teaching/Educators,Channel 1
